Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2010-01-04,86.02645874023438,86.07200164516236,84.64493464136922,85.29774330480923,118944600
2010-01-05,86.25416564941406,86.29212192516471,85.66208481211747,85.97331005759186,111579900
2010-01-06,86.31491088867188,86.52745217684823,86.1023696004955,86.17068396113116,116074400
2010-01-07,86.67925262451172,86.78552324543443,85.91258103815686,86.15548614188228,131091100
2010-01-08,86.96772003173828,87.00567631538661,86.27696084160178,86.45154584722621,126402800
2010-01-11,87.08915710449219,87.39278414425955,86.7172041355424,87.35483365994591,106375700
2010-01-12,86.27698516845703,86.69447544972626,85.9429883103877,86.51229797774182,163333500
2010-01-13,87.00567626953125,87.24858142733152,86.05682709198089,86.49708870896427,161822000
2010-01-14,87.24098205566406,87.40038800982344,86.85385000052537,86.9069853185785,115718800
2010-01-15,86.26177978515625,87.17267271940557,85.92778300665069,87.08917931609521,212283100
2010-01-19,87.3396224975586,87.39275779262739,86.22377550980093,86.24655274309853,139172700
2010-01-20,86.45155334472656,86.87663596013735,85.76079409468404,86.74759385064712,216490200
2010-01-21,84.78913879394531,86.73997197906903,84.68286817618093,86.47429543465807,344859600
2010-01-22,82.89904022216797,84.81950970596257,82.80794863166278,84.40960623566144,345942400
2010-01-25,83.32411193847656,83.8099279002785,83.05084878497692,83.65810860242975,186937500
2010-01-26,82.97491455078125,83.85544887419046,82.76996579140155,82.99768599167761,211168800
2010-01-27,83.36966705322266,83.55943684668371,82.23104829245638,82.86867201865454,271863600
2010-01-28,82.41323852539062,83.68849196798395,81.91224920400506,83.64294906367128,316104000
2010-01-29,81.51751708984375,83.34690079250838,81.38847501217354,82.76999896290974,310677600
2010-02-01,82.78519439697266,82.79278681225563,81.60103243073382,82.09443518043868,187865000
2010-02-02,83.78717803955078,83.94658401089228,82.64855899455497,82.93701285906279,216327900
2010-02-03,83.36966705322266,83.86306967448428,83.1267619492451,83.40761753712617,172730700
2010-02-04,80.7964096069336,82.76242238593427,80.78122477646976,82.72447189240663,356715700
2010-02-05,80.96342468261719,81.1304173129287,79.3845378852588,80.88751209728258,493585800
2010-02-08,80.37887573242188,81.47195135768713,80.31814802183753,81.02409173126914,224166900
2010-02-09,81.3884506225586,82.09439431827782,80.66732210383161,81.32013050164996,337820500
2010-02-10,81.22905731201172,81.67691120779412,80.54588495366107,81.25942117141774,240511500
2010-02-11,82.07923889160156,82.17033048833277,80.6521719573705,81.12280318684228,223591600
2010-02-12,82.01092529296875,82.05646819609626,80.8495349326951,81.21388974034572,304622100
2010-02-16,83.30134582519531,83.38484499652984,81.84391522041616,82.63335824583348,159317500
2010-02-17,83.69607543945312,83.8099384793838,83.30135100653541,83.70366206181765,168845100
2010-02-18,84.1894760131836,84.36406098430825,83.52907503088883,83.55943889354414,193708600
2010-02-19,84.36404418945312,84.69044840887501,83.7719634638305,83.96932563614253,222684900
2010-02-22,84.37926483154297,84.69807677431622,84.12876725165714,84.67530532002041,132346900
2010-02-23,83.35447692871094,84.40959644998722,83.13434328732978,84.15151232711463,207497000
2010-02-24,84.12113952636719,84.25777398610529,83.39242433820174,83.60496554416913,176350700
2010-02-25,84.00727844238281,84.06800615728756,82.69407490762133,82.92179515154362,259634700
2010-02-26,84.06043243408203,84.34888624835406,83.58221460334173,84.08320388440563,173589300
2010-03-01,84.93340301513672,85.01690222169552,84.38686485995798,84.40963631787095,147709700
2010-03-02,85.16870880126953,85.5786123839602,85.01689523345064,85.29775670436362,160992400
2010-03-03,85.24457550048828,85.75315704942666,85.03202851208515,85.38879657490597,150785000
2010-03-04,85.502685546875,85.62414100569795,85.03964674491382,85.3584586373515,135770400
2010-03-05,86.72480010986328,86.79311445922156,85.85185785640256,86.05681248710702,176118800
2010-03-08,86.73998260498047,86.92975241585201,86.58816907280927,86.73239598229243,114631200
2010-03-09,86.88421630859375,87.28652741249071,86.43636229974707,86.48190520469677,154556700
2010-03-10,87.27135467529297,87.50666742294247,86.8462720882317,86.92217886573323,186088800
2010-03-11,87.63568115234375,87.65845839040453,86.80069528751642,87.06637181841865,160791100
2010-03-12,87.64330291748047,88.03043501577113,87.4003977519741,88.01525018531176,162074800
2010-03-15,87.66608428955078,87.72681203562652,86.9905040405789,87.49149925872881,146816800
2010-03-16,88.36439514160156,88.44788850923602,87.66603801300775,87.90894307777103,168673000
2010-03-17,88.88816833496094,89.17662212173882,88.37199427533747,88.6300842008064,177468100
2010-03-18,88.84265899658203,89.01724402591034,88.48589073058515,88.89579432611455,196509100
2010-03-19,88.39295196533203,89.39906275597347,88.04995608194386,88.39295196533203,226641100
2010-03-22,88.86550903320312,89.02557725615866,87.83653308873927,87.88988722466955,184477800
2010-03-23,89.49051666259766,89.56673602070552,88.70544041011026,88.99508211215013,182941600
2010-03-24,89.05606079101562,89.50576492337058,88.09568633950823,89.155151197638,196072600
2010-03-25,88.91122436523438,90.06977353624401,88.80451611850309,89.65818209235336,223396300
2010-03-26,88.85787200927734,89.4981215023998,88.50725836087743,89.07891218623536,205808500
2010-03-29,89.42193603515625,89.58199846908057,88.94174873338325,89.3076040637344,134513500
2010-03-30,89.48287963867188,89.81062806331013,89.10940076902101,89.52861008368447,145772500
2010-03-31,89.17800903320312,89.5743531813451,88.8807494683056,89.13989644686684,161078700
2010-04-01,89.78775787353516,90.13074782248148,89.25421084553044,89.78775787353516,161215200
2010-04-05,90.51946258544922,90.5804345626636,89.87920739581833,90.13073642800055,105847600
2010-04-06,90.7329330444336,90.89299548331387,90.1612789847901,90.26036359500195,110384200
2010-04-07,90.21461486816406,90.97682012672227,89.79539964989118,90.54998704278236,184576300
2010-04-08,90.52710723876953,90.67955176482586,89.63532856820527,89.90209921984875,158704000
2010-04-09,91.12162780761719,91.15973457593488,90.54997394637785,90.71765419427047,133006500
2010-04-12,91.26644897460938,91.50273654080414,91.12925180607067,91.23596006880474,110279000
2010-04-13,91.33504486083984,91.49510724511725,90.70241318834067,91.17498247656243,125043600
2010-04-14,92.3716812133789,92.3716812133789,91.52563269072438,91.67044777327071,161609000
2010-04-15,92.44786834716797,92.66128487029779,92.18871555825024,92.2192044637208,144615300
2010-04-16,90.97681427001953,92.4478705569431,90.51186862701708,92.12012208425554,366786700
2010-04-19,91.31980895996094,91.4112756832382,90.29845671827196,90.71004825027283,217947800
2010-04-20,92.13536834716797,92.21159352415123,91.36554523308517,91.8914629002494,157708000
2010-04-21,91.96766662597656,92.4021232836881,91.45698480906111,92.18870097914565,192910100
2010-04-22,92.2420883178711,92.3564202826847,90.79390281411642,91.31982054799452,115360300
2010-04-23,92.84422302246094,92.8823356124146,91.94482056210367,92.18110815251971,177335500
2010-04-26,92.49360656738281,93.08050787045447,92.4021456584524,92.87470919503183,143457300
2010-04-27,90.30606842041016,92.48596979197004,90.13075867784039,91.9600521945883,355853300
2010-04-28,90.99205017089844,91.22071404562631,90.14600197563475,90.74052688689444,300674100
2010-04-29,92.12010955810547,92.31066083456768,91.51796682666526,91.54083204941458,193775000
2010-04-30,90.5576171875,92.23447247279802,90.5347519570692,92.13538205404404,270000900
2010-05-03,91.7314224243164,91.98295161209437,90.85488501595333,90.99208222608986,182747900
2010-05-04,89.57435607910156,90.72528760475262,89.11703410409271,90.71004605882358,360353400
2010-05-05,89.04080200195312,89.78776557919956,88.39292881214065,88.8426270422488,328973200
2010-05-06,86.08345794677734,89.17800922660882,80.03154674182844,88.61397900162669,647356600
2010-05-07,84.8029556274414,86.71608657029095,83.3928771131553,85.85479675273909,637558800
2010-05-10,88.5377426147461,88.91122146612766,87.58498628916642,88.2709661914533,396159600
2010-05-11,88.2862319946289,89.45240505035865,87.5850045881353,87.70695439940343,317849800
2010-05-12,89.52101135253906,89.65059067479213,88.48441166550464,88.63685621663618,235607100
2010-05-13,88.40819549560547,89.69632437723004,88.33197612486504,89.27710911540984,234452500
2010-05-14,86.80756378173828,87.90514130784365,86.03011691085706,87.74507888781413,345601400
2010-05-17,86.853271484375,87.28772817210151,85.19166408277539,87.04382276522283,325739800
2010-05-18,85.67185974121094,87.82127802453377,85.38984174317967,87.56212525050108,360556800
2010-05-19,85.18407440185547,85.95389764426115,84.11698571302554,85.19169226869198,394742700
2010-05-20,81.96754455566406,83.75872553942256,81.91419042645131,83.3699992750645,530418300
2010-05-21,83.16419982910156,83.36999264966389,80.30593067307021,80.72514580868686,500909400
2010-05-24,82.09709167480469,83.37759617986507,82.02087234542914,82.71447580245737,269823000
2010-05-25,82.18094635009766,82.21905892777788,79.55895917812975,80.11537141038124,396505200
2010-05-26,81.6855239868164,83.4385981462275,81.44161857304444,82.68401668098983,349719300
2010-05-27,84.421875,84.45236391500003,82.91270569091103,83.22521270828692,300870500
2010-05-28,83.36235809326172,84.39133362036124,82.9660082598311,84.33035582827002,297933500
2010-06-01,81.95991516113281,83.80445014549517,81.83796536650534,82.58492312340285,277909400
2010-06-02,84.0940933227539,84.10171118713012,81.9446750904419,82.37913178159549,240243700
2010-06-03,84.38373565673828,84.65050630947725,83.52244588784842,84.33800520631563,226618300
2010-06-04,81.41876983642578,83.33190676586342,81.14437546347199,82.78311801995582,398475600
2010-06-07,80.40502166748047,82.02089871957955,80.34404967347149,81.70839180894123,264609100
2010-06-08,81.26634216308594,81.42640459989953,79.76479658871678,80.46602416385225,357774300
2010-06-09,80.8318862915039,82.53160110425128,80.48889036690751,81.73890677772742,268023300
2010-06-10,83.19469451904297,83.2937790965531,80.82423600218357,82.21144916314493,317890600
2010-06-11,83.59864807128906,83.65200219087718,82.40961008323214,82.46296420282026,214128200
2010-06-14,83.46908569335938,84.69623642197155,83.38524266356623,84.23890869031301,207196100
2010-06-15,85.36699676513672,85.4432161349297,83.91118179688056,84.05600267010284,238268700
2010-06-16,85.33650207519531,85.68711580463159,84.75722443670006,84.924910527988,216374000
2010-06-17,85.47370147705078,85.61852234422628,84.64290049521537,85.58040975333854,263185800
2010-06-18,85.56636810302734,85.87269607185598,85.29066825681639,85.6429500952345,174006600
2010-06-21,85.3213119506836,86.6921455431405,84.84649419632966,86.6308834480885,213140700
2010-06-22,83.91215515136719,85.69654390462979,83.78962515266166,85.32128811487907,239355400
2010-06-23,83.65178680419922,84.26444856799309,83.07741311404986,83.96577471654193,254639900
2010-06-24,82.26560974121094,83.34543484806242,82.05117787844527,83.23821891667959,268523600
2010-06-25,82.61023712158203,83.03144089557243,81.76781788794116,82.51067529788082,238726500
2010-06-28,82.34984588623047,82.95485336676792,82.05117212078953,82.7327615693937,169218600
2010-06-29,79.80728149414062,82.33452719797828,79.30183585907068,81.19343431950729,373649500
